Transaction ID,Amount ($),Time (Seconds Since Last Transaction),Location,Transaction Type,Device Used,Fraud
TXN13694,1821,2857,India,Online Purchase,Desktop,0
TXN13695,181,322,UK,Wire Transfer,Laptop,1
TXN13696,4152,3507,Canada,ATM Withdrawal,Desktop,0
TXN13697,635,4670,China,Online Purchase,Laptop,0
TXN13698,5916,1694,UK,Bank Transfer,ATM Machine,0
TXN13699,7993,1064,UK,Online Purchase,Mobile,0
TXN13700,4073,3112,India,Online Purchase,Desktop,0
TXN13701,8654,1477,India,Bank Transfer,Mobile,0
TXN13702,9620,2918,India,Wire Transfer,Desktop,0
TXN13703,8152,3262,UK,Online Purchase,Desktop,0
TXN13704,763,2794,Canada,Online Purchase,ATM Machine,0
TXN13705,6861,3087,USA,Wire Transfer,Desktop,0
TXN13706,5114,3812,India,Online Purchase,ATM Machine,0
TXN13707,7353,3971,China,ATM Withdrawal,ATM Machine,0
TXN13708,6936,3352,India,Wire Transfer,ATM Machine,0
TXN13709,6837,959,Canada,ATM Withdrawal,Laptop,0
TXN13710,9427,4144,India,Bank Transfer,Laptop,0
TXN13711,8369,1583,Canada,ATM Withdrawal,ATM Machine,0
TXN13712,3695,3177,India,Bank Transfer,Mobile,0
TXN13713,8287,2417,UK,Wire Transfer,Mobile,0
TXN13714,9879,460,Canada,Bank Transfer,Desktop,0
TXN13715,1992,2295,USA,Bank Transfer,Mobile,0
TXN13716,4954,2312,India,Bank Transfer,Desktop,0
TXN13717,7902,1230,UK,Bank Transfer,Desktop,0
TXN13718,9688,1531,China,ATM Withdrawal,Desktop,0
TXN13719,8201,4626,USA,Bank Transfer,Laptop,0
TXN13720,8643,1388,UK,Bank Transfer,ATM Machine,0
TXN13721,8472,2798,Canada,Online Purchase,Mobile,0
TXN13722,353,1364,Germany,Online Purchase,ATM Machine,1
TXN13723,9408,4503,China,Online Purchase,ATM Machine,0
TXN13724,3091,453,China,Bank Transfer,Laptop,0
TXN13725,6647,3905,Germany,Online Purchase,Desktop,0
TXN13726,9459,4910,UK,ATM Withdrawal,ATM Machine,0
TXN13727,2301,578,UK,Wire Transfer,Desktop,0
TXN13728,1542,3920,Canada,Wire Transfer,Laptop,0
TXN13729,4372,3013,China,Wire Transfer,ATM Machine,0
TXN13730,1663,3265,UK,Online Purchase,Mobile,0
TXN13731,4998,1932,Germany,Bank Transfer,ATM Machine,0
TXN13732,6354,4243,UK,Wire Transfer,Laptop,0
TXN13733,8440,4502,China,ATM Withdrawal,Laptop,0
TXN13734,9116,183,UK,Online Purchase,ATM Machine,0
TXN13735,1448,3178,USA,Online Purchase,Mobile,0
TXN13736,3026,236,Germany,ATM Withdrawal,Desktop,0
TXN13737,9662,638,Germany,Bank Transfer,ATM Machine,0
TXN13738,8176,3006,India,Bank Transfer,ATM Machine,0
TXN13739,6399,4275,UK,ATM Withdrawal,Mobile,0
TXN13740,5987,2480,Canada,ATM Withdrawal,Mobile,0
TXN13741,3089,3473,Germany,Online Purchase,Laptop,0
TXN13742,6305,525,UK,ATM Withdrawal,Desktop,0
TXN13743,2268,2791,USA,Bank Transfer,Desktop,0
TXN13744,8568,2371,China,Bank Transfer,ATM Machine,0
TXN13745,3001,1285,China,Bank Transfer,Desktop,0
TXN13746,3751,1636,India,Bank Transfer,Laptop,0
TXN13747,95,1724,India,Bank Transfer,Laptop,0
TXN13748,2503,2447,Canada,Online Purchase,Mobile,0
TXN13749,6457,4433,Germany,ATM Withdrawal,Mobile,0
TXN13750,8333,4215,Canada,ATM Withdrawal,Laptop,0
TXN13751,7598,1582,Germany,Wire Transfer,Mobile,0
TXN13752,913,2461,Germany,Online Purchase,Laptop,0
TXN13753,5093,580,USA,Online Purchase,Mobile,0
TXN13754,9423,3942,India,Online Purchase,ATM Machine,0
TXN13755,6200,196,India,Online Purchase,Desktop,0
TXN13756,9965,333,China,Online Purchase,Laptop,0
TXN13757,2814,3092,India,Bank Transfer,Mobile,1
TXN13758,1236,4719,India,Wire Transfer,Laptop,0
TXN13759,1294,658,USA,Bank Transfer,ATM Machine,0
TXN13760,699,704,Canada,Wire Transfer,Laptop,0
TXN13761,5153,4979,Germany,Online Purchase,Mobile,0
TXN13762,4792,1450,Canada,Online Purchase,Mobile,0
TXN13763,4891,1253,USA,ATM Withdrawal,Laptop,0
TXN13764,4517,524,UK,Online Purchase,Laptop,0
TXN13765,2006,2265,China,Online Purchase,Mobile,0
TXN13766,4391,2423,China,Online Purchase,ATM Machine,0
TXN13767,7690,36,China,Online Purchase,ATM Machine,0
TXN13768,9311,776,Canada,Online Purchase,ATM Machine,0
TXN13769,439,28,Germany,Wire Transfer,Desktop,0
TXN13770,5710,86,Germany,ATM Withdrawal,Desktop,1
TXN13771,3791,2236,Germany,Online Purchase,Desktop,0
TXN13772,8804,2353,China,Online Purchase,Laptop,0
TXN13773,8641,3494,China,Online Purchase,Desktop,0
TXN13774,9186,4282,Canada,Wire Transfer,Laptop,0
TXN13775,5478,4654,Canada,Wire Transfer,ATM Machine,0
TXN13776,4517,2557,China,ATM Withdrawal,Mobile,0
TXN13777,537,4313,UK,Online Purchase,Desktop,0
TXN13778,3006,257,UK,ATM Withdrawal,Mobile,0
TXN13779,3477,3807,Canada,Bank Transfer,Desktop,0
TXN13780,1371,1448,China,Wire Transfer,Desktop,0
TXN13781,6827,4420,Germany,Online Purchase,Mobile,0
TXN13782,713,2245,Germany,Wire Transfer,ATM Machine,0
TXN13783,672,4600,UK,ATM Withdrawal,ATM Machine,0
TXN13784,8566,3344,UK,Bank Transfer,ATM Machine,1
TXN13785,9124,694,China,Online Purchase,Mobile,0
TXN13786,6266,2066,China,Wire Transfer,Laptop,0
TXN13787,8377,3601,Germany,Bank Transfer,Mobile,0
TXN13788,5307,4221,Canada,ATM Withdrawal,Laptop,0
TXN13789,9137,483,India,ATM Withdrawal,ATM Machine,0
TXN13790,8583,3666,Canada,Wire Transfer,Laptop,0
TXN13791,5388,3076,Germany,Wire Transfer,ATM Machine,0
TXN13792,315,2675,Canada,Online Purchase,ATM Machine,0
TXN13793,5507,2399,Germany,ATM Withdrawal,ATM Machine,0
TXN13794,4707,351,China,Online Purchase,ATM Machine,0
TXN13795,2400,649,India,Wire Transfer,Mobile,0
TXN13796,7232,3871,India,Bank Transfer,Desktop,0
TXN13797,7943,228,China,Online Purchase,Desktop,0
TXN13798,1475,2064,USA,ATM Withdrawal,Desktop,0
TXN13799,7862,425,China,Wire Transfer,Mobile,0
TXN13800,412,2512,UK,Wire Transfer,ATM Machine,0
TXN13801,6950,4820,Canada,Online Purchase,ATM Machine,0
TXN13802,2680,1822,India,Online Purchase,ATM Machine,0
TXN13803,8105,4890,China,Wire Transfer,Desktop,0
TXN13804,8378,4273,Germany,Online Purchase,ATM Machine,0
TXN13805,4554,2591,Germany,Wire Transfer,Laptop,0
TXN13806,8944,2557,Canada,ATM Withdrawal,Mobile,0
TXN13807,5670,1586,Germany,Bank Transfer,ATM Machine,0
TXN13808,6084,1679,China,Online Purchase,ATM Machine,0
TXN13809,2358,4660,USA,ATM Withdrawal,ATM Machine,0
TXN13810,6860,2281,UK,ATM Withdrawal,Laptop,0
TXN13811,4412,3750,Germany,Online Purchase,ATM Machine,0
TXN13812,760,2539,China,ATM Withdrawal,Desktop,0
TXN13813,9070,1017,USA,Wire Transfer,ATM Machine,1
TXN13814,4072,444,India,Online Purchase,Desktop,0
TXN13815,7444,2068,India,Bank Transfer,Desktop,0
TXN13816,8415,3683,Canada,Wire Transfer,ATM Machine,0
TXN13817,1627,3799,UK,ATM Withdrawal,Laptop,0
TXN13818,2540,3628,China,ATM Withdrawal,Desktop,0
TXN13819,3343,111,China,Bank Transfer,ATM Machine,0
TXN13820,7244,2535,Germany,Bank Transfer,ATM Machine,0
TXN13821,9799,89,USA,ATM Withdrawal,Laptop,0
TXN13822,5778,3391,UK,Bank Transfer,ATM Machine,0
TXN13823,7717,1942,USA,Bank Transfer,Mobile,0
TXN13824,521,3311,UK,ATM Withdrawal,Mobile,0
TXN13825,5092,72,China,Wire Transfer,Mobile,0
TXN13826,6870,822,China,Online Purchase,ATM Machine,0
TXN13827,262,3471,UK,ATM Withdrawal,Desktop,0
TXN13828,4143,816,USA,Bank Transfer,Laptop,0
TXN13829,8830,404,Canada,Bank Transfer,ATM Machine,0
TXN13830,3486,1699,India,Wire Transfer,Desktop,0
TXN13831,9188,4347,India,ATM Withdrawal,ATM Machine,0
TXN13832,1735,2917,Germany,ATM Withdrawal,Mobile,0
TXN13833,2103,2043,Germany,Bank Transfer,Mobile,0
TXN13834,1711,1954,Canada,ATM Withdrawal,Desktop,0
TXN13835,8506,4964,USA,Bank Transfer,Desktop,0
TXN13836,5844,3294,Canada,Bank Transfer,Desktop,0
TXN13837,4350,3703,China,Bank Transfer,Laptop,0
TXN13838,2817,3254,USA,Online Purchase,Desktop,0
TXN13839,6311,4992,UK,Bank Transfer,Mobile,0
TXN13840,7582,3802,India,Wire Transfer,Mobile,0
TXN13841,1034,256,Germany,ATM Withdrawal,Laptop,0
TXN13842,2985,1932,USA,Online Purchase,ATM Machine,0
TXN13843,8708,1112,USA,ATM Withdrawal,Desktop,0
TXN13844,4866,873,UK,Wire Transfer,Laptop,0
TXN13845,6734,4588,China,Online Purchase,ATM Machine,0
TXN13846,9255,1562,China,ATM Withdrawal,ATM Machine,0
TXN13847,2577,4729,India,Online Purchase,Desktop,0
TXN13848,4597,4458,Canada,Bank Transfer,Mobile,0
TXN13849,4932,894,Canada,Bank Transfer,Desktop,0
TXN13850,5056,2685,Germany,ATM Withdrawal,Desktop,1
TXN13851,2904,1247,China,Wire Transfer,Mobile,0
TXN13852,7213,747,China,Online Purchase,Mobile,0
TXN13853,7488,4054,China,Online Purchase,Mobile,0
TXN13854,5284,4086,Canada,ATM Withdrawal,ATM Machine,0
TXN13855,9302,1007,USA,Bank Transfer,ATM Machine,0
TXN13856,9838,2741,China,Online Purchase,Desktop,0
TXN13857,9657,4311,Canada,Bank Transfer,Laptop,0
TXN13858,3623,4323,UK,Bank Transfer,Desktop,0
TXN13859,48,891,Canada,Wire Transfer,Laptop,0
TXN13860,3094,2492,India,Bank Transfer,Desktop,0
TXN13861,6275,2877,China,Bank Transfer,Desktop,0
TXN13862,6608,1632,Germany,Online Purchase,Desktop,0
TXN13863,2425,3704,USA,Wire Transfer,ATM Machine,0
TXN13864,768,2027,UK,Wire Transfer,Desktop,0
TXN13865,4352,4108,Canada,ATM Withdrawal,Laptop,1
TXN13866,7076,3323,India,ATM Withdrawal,ATM Machine,0
TXN13867,3126,742,USA,ATM Withdrawal,Desktop,0
TXN13868,774,3009,UK,Wire Transfer,Mobile,0
TXN13869,9516,1977,USA,Bank Transfer,ATM Machine,0
TXN13870,4039,3663,India,Wire Transfer,Mobile,0
TXN13871,6455,3801,India,Bank Transfer,Desktop,0
TXN13872,7453,3572,China,ATM Withdrawal,Laptop,0
TXN13873,1327,2912,Germany,ATM Withdrawal,Mobile,0
TXN13874,710,3085,China,Bank Transfer,Mobile,0
TXN13875,7537,774,Canada,Bank Transfer,ATM Machine,0
TXN13876,4393,2145,USA,ATM Withdrawal,Mobile,0
TXN13877,1603,993,China,Bank Transfer,Desktop,0
TXN13878,4155,1839,India,Wire Transfer,ATM Machine,0
TXN13879,9432,3814,India,ATM Withdrawal,Mobile,0
TXN13880,6717,4908,India,Wire Transfer,Laptop,0
TXN13881,7007,3322,China,ATM Withdrawal,ATM Machine,0
TXN13882,7036,3843,Canada,Online Purchase,Laptop,0
TXN13883,2622,3254,Canada,Wire Transfer,Laptop,0
TXN13884,7409,1876,UK,Online Purchase,ATM Machine,0
TXN13885,1918,3238,China,ATM Withdrawal,Mobile,0
TXN13886,6964,4,China,Wire Transfer,Mobile,0
TXN13887,1800,165,China,Wire Transfer,Laptop,0
TXN13888,8178,4440,China,Wire Transfer,Mobile,0
TXN13889,2938,1898,India,Bank Transfer,ATM Machine,0
TXN13890,9290,3241,Germany,Wire Transfer,Laptop,0
TXN13891,7691,2568,China,Wire Transfer,Desktop,0
TXN13892,5261,3508,China,Online Purchase,Desktop,0
TXN13893,4137,2560,Germany,Wire Transfer,Desktop,0
TXN13894,4973,1339,China,Bank Transfer,Mobile,0
TXN13895,5321,4638,Germany,Wire Transfer,Desktop,0
TXN13896,9367,613,India,Online Purchase,Desktop,0
TXN13897,8802,4996,UK,Wire Transfer,Laptop,0
TXN13898,2035,1885,China,Wire Transfer,ATM Machine,0
TXN13899,9786,4025,UK,Online Purchase,Laptop,0
TXN13900,7825,3135,China,ATM Withdrawal,Laptop,0
TXN13901,997,1056,USA,Wire Transfer,Desktop,0
TXN13902,5320,1623,Canada,ATM Withdrawal,Laptop,0
TXN13903,1975,3283,USA,Online Purchase,Desktop,0
TXN13904,7326,2611,India,Online Purchase,Mobile,0
TXN13905,9641,3070,UK,ATM Withdrawal,Desktop,0
TXN13906,878,1256,UK,Bank Transfer,ATM Machine,0
TXN13907,2073,2661,Germany,Bank Transfer,Laptop,0
TXN13908,1139,4225,Germany,Online Purchase,ATM Machine,0
TXN13909,4388,1043,China,Bank Transfer,ATM Machine,0
TXN13910,5164,4453,Germany,Bank Transfer,Laptop,1
TXN13911,6266,1443,Germany,Online Purchase,Laptop,0
TXN13912,6461,3678,UK,Wire Transfer,Laptop,0
TXN13913,1944,4177,USA,Wire Transfer,ATM Machine,1
TXN13914,1086,3687,UK,Wire Transfer,Mobile,0
TXN13915,5210,1905,Germany,Bank Transfer,ATM Machine,0
TXN13916,1649,2714,China,ATM Withdrawal,Mobile,0
TXN13917,9594,1878,USA,Bank Transfer,Desktop,0
TXN13918,6395,791,Germany,Wire Transfer,Laptop,0
TXN13919,8232,225,Germany,Online Purchase,ATM Machine,0
TXN13920,8006,3035,Canada,Online Purchase,Mobile,0
TXN13921,713,4876,China,Online Purchase,Mobile,0
TXN13922,9070,4233,China,Bank Transfer,Mobile,0
TXN13923,5490,226,Germany,ATM Withdrawal,Laptop,0
TXN13924,8434,3406,Germany,Wire Transfer,Mobile,0
TXN13925,7787,3180,UK,Online Purchase,Laptop,0
TXN13926,5372,812,India,Wire Transfer,ATM Machine,0
TXN13927,960,2493,China,Wire Transfer,Mobile,0
TXN13928,8260,4103,China,Bank Transfer,Mobile,0
TXN13929,2828,4224,Canada,Online Purchase,Laptop,0
TXN13930,3610,4067,UK,Bank Transfer,Laptop,0
TXN13931,8503,4363,USA,Wire Transfer,ATM Machine,0
TXN13932,7855,4310,Canada,Wire Transfer,Laptop,0
TXN13933,2954,247,Canada,Wire Transfer,ATM Machine,0
TXN13934,6265,1619,USA,Online Purchase,ATM Machine,0
TXN13935,7590,1828,USA,Online Purchase,Mobile,0
TXN13936,8518,3446,China,Online Purchase,Desktop,0
TXN13937,5274,421,India,Wire Transfer,Desktop,0
TXN13938,7528,2765,India,Wire Transfer,Laptop,0
TXN13939,8132,1372,UK,ATM Withdrawal,Laptop,0
TXN13940,1188,4239,USA,Online Purchase,Desktop,0
TXN13941,3865,2189,USA,Wire Transfer,ATM Machine,0
TXN13942,8533,2613,Germany,Wire Transfer,Desktop,0
TXN13943,6047,2081,UK,ATM Withdrawal,ATM Machine,0
TXN13944,537,4325,Canada,ATM Withdrawal,ATM Machine,0
TXN13945,2069,2736,Canada,Wire Transfer,Laptop,0
TXN13946,9300,830,UK,Online Purchase,Laptop,0
TXN13947,221,3059,China,Bank Transfer,Laptop,0
TXN13948,1724,850,China,Bank Transfer,Desktop,0
TXN13949,2698,2781,UK,Bank Transfer,Desktop,0
TXN13950,3276,1154,India,Online Purchase,Desktop,0
TXN13951,5159,4941,UK,Wire Transfer,ATM Machine,0
TXN13952,9234,3830,India,Bank Transfer,Laptop,0
TXN13953,1342,2683,China,Bank Transfer,Mobile,0
TXN13954,6830,3080,UK,Online Purchase,Desktop,0
TXN13955,5901,403,India,Wire Transfer,Mobile,0
TXN13956,4696,2976,Germany,Wire Transfer,Mobile,1
TXN13957,4101,1603,Germany,Online Purchase,Desktop,0
TXN13958,453,4723,UK,Bank Transfer,Desktop,0
TXN13959,9700,981,USA,Wire Transfer,Desktop,0
TXN13960,936,2295,UK,Wire Transfer,Laptop,0
TXN13961,6256,2385,China,Bank Transfer,Mobile,0
TXN13962,632,3353,China,Online Purchase,ATM Machine,0
TXN13963,9681,4129,Germany,Bank Transfer,Mobile,0
TXN13964,3047,799,India,ATM Withdrawal,ATM Machine,1
TXN13965,243,2596,Germany,Wire Transfer,Mobile,0
TXN13966,9819,1367,India,Online Purchase,Mobile,0
TXN13967,2701,2939,UK,Bank Transfer,Laptop,0
TXN13968,7412,1263,USA,Bank Transfer,ATM Machine,0
TXN13969,396,2777,China,Online Purchase,Desktop,0
TXN13970,1644,3249,UK,Wire Transfer,Desktop,0
TXN13971,8120,304,Germany,Online Purchase,Laptop,0
TXN13972,4143,1694,Canada,ATM Withdrawal,Desktop,0
TXN13973,9386,2317,Canada,Online Purchase,Mobile,0
TXN13974,5591,4496,UK,ATM Withdrawal,Laptop,0
TXN13975,1977,922,USA,Wire Transfer,ATM Machine,0
TXN13976,5578,421,India,Bank Transfer,Laptop,0
TXN13977,7294,2179,USA,ATM Withdrawal,Mobile,0
TXN13978,8442,3810,Germany,ATM Withdrawal,Laptop,0
TXN13979,5155,1167,USA,Online Purchase,Mobile,0
TXN13980,5777,4674,China,Online Purchase,Laptop,0
TXN13981,8763,540,Canada,Bank Transfer,ATM Machine,0
TXN13982,2009,3500,USA,Wire Transfer,ATM Machine,0
TXN13983,4911,1461,UK,ATM Withdrawal,Desktop,0
TXN13984,2789,4688,India,Bank Transfer,Mobile,0
TXN13985,9877,4740,China,ATM Withdrawal,Desktop,0
TXN13986,6202,328,China,Bank Transfer,Laptop,0
TXN13987,1687,2860,China,Online Purchase,Laptop,0
TXN13988,9853,2094,Germany,Online Purchase,Laptop,0
TXN13989,4187,2132,Germany,Wire Transfer,Laptop,0
TXN13990,7221,2842,UK,Online Purchase,ATM Machine,0
TXN13991,7883,352,India,Bank Transfer,Laptop,0
TXN13992,3851,4733,USA,ATM Withdrawal,ATM Machine,0
TXN13993,7108,3909,UK,Bank Transfer,Desktop,0
TXN13994,6426,234,Germany,Wire Transfer,ATM Machine,0
TXN13995,4895,3123,UK,Online Purchase,ATM Machine,0
TXN13996,604,4877,India,Online Purchase,Mobile,0
TXN13997,2622,2729,UK,ATM Withdrawal,Laptop,0
TXN13998,6369,933,Canada,Wire Transfer,Laptop,1
TXN13999,1506,1824,Canada,Wire Transfer,Laptop,1
TXN14000,3565,3501,China,Online Purchase,Desktop,0
TXN14001,4871,4074,USA,Wire Transfer,Laptop,0
TXN14002,4776,3346,Germany,Bank Transfer,Laptop,0
TXN14003,3368,861,Germany,Wire Transfer,Laptop,0
TXN14004,9803,1231,Canada,Bank Transfer,Mobile,0
TXN14005,924,2196,India,Bank Transfer,ATM Machine,0
TXN14006,1854,4396,India,Bank Transfer,Mobile,0
TXN14007,2005,1477,India,Online Purchase,Laptop,0
TXN14008,7635,2024,Germany,Bank Transfer,ATM Machine,0
TXN14009,104,2597,China,ATM Withdrawal,Mobile,0
TXN14010,8694,2431,USA,Wire Transfer,Laptop,0
TXN14011,3079,3690,India,Bank Transfer,Laptop,0
TXN14012,159,534,Germany,ATM Withdrawal,Mobile,0
TXN14013,1056,1257,China,Online Purchase,ATM Machine,1
TXN14014,2813,1658,India,Online Purchase,ATM Machine,0
TXN14015,5344,1153,India,Online Purchase,Mobile,0
TXN14016,8600,3894,USA,Online Purchase,Laptop,0
TXN14017,4486,1753,Canada,Wire Transfer,ATM Machine,0
TXN14018,7286,1684,USA,Online Purchase,Mobile,0
TXN14019,561,2979,UK,Wire Transfer,Mobile,0
TXN14020,8496,4333,Canada,ATM Withdrawal,Mobile,0
TXN14021,1153,3654,Canada,Online Purchase,ATM Machine,0
TXN14022,465,3014,Canada,Online Purchase,Desktop,0
TXN14023,9755,701,India,ATM Withdrawal,Desktop,0
TXN14024,8370,4671,UK,ATM Withdrawal,Desktop,0
TXN14025,1956,3065,Germany,Wire Transfer,Desktop,0
TXN14026,6125,4867,USA,Bank Transfer,Desktop,0
TXN14027,7320,1765,Canada,Wire Transfer,Laptop,0
TXN14028,6190,4319,Canada,Bank Transfer,Mobile,0
TXN14029,5827,1123,China,Wire Transfer,Desktop,0
TXN14030,5390,3831,India,Bank Transfer,ATM Machine,0
TXN14031,6384,2959,India,Online Purchase,Mobile,0
TXN14032,8455,2321,UK,Bank Transfer,ATM Machine,0
TXN14033,8080,1423,USA,ATM Withdrawal,ATM Machine,0
TXN14034,1330,1541,Canada,ATM Withdrawal,ATM Machine,0
TXN14035,7133,4526,Canada,Bank Transfer,Laptop,0
TXN14036,6163,523,UK,Online Purchase,ATM Machine,0
TXN14037,6599,3008,India,Online Purchase,Mobile,0
TXN14038,3617,2499,USA,Bank Transfer,Mobile,0
TXN14039,410,2090,India,Bank Transfer,Laptop,0
TXN14040,6052,1739,USA,ATM Withdrawal,Laptop,0
TXN14041,372,4190,India,ATM Withdrawal,Mobile,0
TXN14042,3861,2534,China,Wire Transfer,Mobile,0
TXN14043,3422,2565,Canada,Online Purchase,ATM Machine,0
TXN14044,94,2765,UK,Online Purchase,ATM Machine,0
TXN14045,1834,499,USA,Online Purchase,Laptop,0
TXN14046,8509,2419,UK,Wire Transfer,Desktop,0
TXN14047,8832,2747,USA,Wire Transfer,ATM Machine,0
TXN14048,4785,485,USA,ATM Withdrawal,ATM Machine,0
TXN14049,7878,665,Canada,ATM Withdrawal,Desktop,0
TXN14050,7629,3455,USA,Bank Transfer,ATM Machine,0
TXN14051,7428,628,India,Wire Transfer,Desktop,0
TXN14052,2381,1685,Germany,Wire Transfer,Desktop,0
TXN14053,7078,732,India,Wire Transfer,Mobile,0
TXN14054,3310,4288,Germany,Online Purchase,Desktop,0
TXN14055,5831,1245,Canada,ATM Withdrawal,Desktop,0
TXN14056,7813,2175,Canada,Bank Transfer,Laptop,0
TXN14057,7474,3875,India,Wire Transfer,Laptop,0
TXN14058,736,2775,Germany,Wire Transfer,Laptop,0
TXN14059,7131,3079,Canada,Wire Transfer,ATM Machine,0
TXN14060,9850,4792,USA,Online Purchase,Laptop,0
TXN14061,4322,1140,USA,Bank Transfer,Mobile,0
TXN14062,8010,4660,Germany,Bank Transfer,Mobile,0
TXN14063,9471,3118,Germany,Wire Transfer,Mobile,0
TXN14064,4553,2441,UK,Bank Transfer,ATM Machine,0
TXN14065,8024,4119,USA,Online Purchase,Desktop,0
TXN14066,328,3203,India,Wire Transfer,Desktop,0
TXN14067,3485,3199,UK,ATM Withdrawal,Mobile,1
TXN14068,5163,4541,Germany,ATM Withdrawal,Desktop,1
TXN14069,4144,4873,Canada,Bank Transfer,Desktop,0
TXN14070,1612,2045,India,ATM Withdrawal,Desktop,0
TXN14071,2266,708,China,ATM Withdrawal,ATM Machine,1
TXN14072,9031,433,China,Wire Transfer,Desktop,0
TXN14073,9057,473,Canada,Online Purchase,Desktop,0
TXN14074,7329,48,China,Wire Transfer,ATM Machine,0
TXN14075,7542,1915,Canada,Online Purchase,Laptop,0
TXN14076,7376,1106,India,Wire Transfer,Mobile,1
TXN14077,2658,3181,Canada,ATM Withdrawal,ATM Machine,0
TXN14078,6913,1891,Germany,Wire Transfer,ATM Machine,0
TXN14079,1868,358,India,Bank Transfer,Mobile,0
TXN14080,1112,568,UK,Bank Transfer,Desktop,0
TXN14081,2491,480,UK,Online Purchase,Desktop,0
TXN14082,1830,867,China,Online Purchase,ATM Machine,0
TXN14083,3168,3261,Germany,Online Purchase,Laptop,0
TXN14084,3694,4060,UK,Bank Transfer,Mobile,0
TXN14085,7421,1029,USA,Wire Transfer,Laptop,0
TXN14086,9457,3358,USA,ATM Withdrawal,ATM Machine,0
TXN14087,3661,1814,China,Online Purchase,Laptop,0
TXN14088,7717,3729,China,Wire Transfer,ATM Machine,0
TXN14089,8471,3527,China,Wire Transfer,Mobile,0
TXN14090,8117,4804,UK,Bank Transfer,Laptop,0
TXN14091,6891,1051,Germany,Bank Transfer,Laptop,0
TXN14092,6230,127,Canada,ATM Withdrawal,Mobile,1
TXN14093,4840,3607,Canada,Wire Transfer,Mobile,0
TXN14094,4989,2379,China,Online Purchase,ATM Machine,0
TXN14095,7344,1653,India,Bank Transfer,ATM Machine,0
TXN14096,3785,8,China,Wire Transfer,ATM Machine,1
TXN14097,9314,4709,Canada,Bank Transfer,ATM Machine,1
TXN14098,658,1285,Canada,Wire Transfer,ATM Machine,0
TXN14099,9381,4694,Canada,Bank Transfer,Mobile,0
TXN14100,26,4482,UK,Online Purchase,Laptop,0
TXN14101,8318,179,Germany,ATM Withdrawal,Desktop,0
TXN14102,6486,3596,China,Online Purchase,Desktop,0
TXN14103,5952,4911,USA,Bank Transfer,ATM Machine,0
TXN14104,1555,3818,China,Bank Transfer,Desktop,1
TXN14105,2703,3255,China,Bank Transfer,Laptop,0
TXN14106,7609,4454,Germany,Online Purchase,Laptop,0
TXN14107,4099,2424,India,Bank Transfer,ATM Machine,0
TXN14108,6269,4798,China,Online Purchase,Desktop,0
TXN14109,5068,1751,China,Bank Transfer,Mobile,0
TXN14110,9478,4878,Canada,ATM Withdrawal,Mobile,0
TXN14111,3250,4178,UK,ATM Withdrawal,ATM Machine,0
TXN14112,4952,3430,Germany,Bank Transfer,Laptop,0
TXN14113,3798,185,UK,Wire Transfer,Desktop,1
TXN14114,6963,2336,Canada,Online Purchase,Laptop,0
TXN14115,381,3134,China,Bank Transfer,ATM Machine,0
TXN14116,7030,4979,China,Online Purchase,Laptop,0
TXN14117,7130,507,USA,Wire Transfer,Desktop,0
TXN14118,5712,4126,UK,ATM Withdrawal,Laptop,0
TXN14119,8357,1933,Canada,Online Purchase,ATM Machine,0
TXN14120,2671,1197,Germany,Online Purchase,Mobile,0
TXN14121,7190,3686,China,Online Purchase,Mobile,0
TXN14122,6661,4182,USA,Online Purchase,Desktop,0
TXN14123,8666,1339,USA,Online Purchase,ATM Machine,0
TXN14124,4888,2621,India,ATM Withdrawal,ATM Machine,0
TXN14125,4325,683,Germany,Online Purchase,Laptop,0
TXN14126,6168,3515,USA,Online Purchase,Mobile,0
TXN14127,9975,4368,Germany,ATM Withdrawal,Desktop,0
TXN14128,8318,2161,China,Bank Transfer,Desktop,0
TXN14129,6484,1730,India,Bank Transfer,Desktop,0
TXN14130,1384,1418,Canada,Online Purchase,Laptop,0
TXN14131,7403,4015,Germany,ATM Withdrawal,ATM Machine,0
TXN14132,4413,19,Canada,Online Purchase,Desktop,0
TXN14133,3556,2653,India,Bank Transfer,Laptop,0
TXN14134,3987,3801,Canada,ATM Withdrawal,Desktop,0
TXN14135,9398,465,Germany,Wire Transfer,Laptop,0
TXN14136,3421,691,Canada,ATM Withdrawal,Mobile,0
TXN14137,8998,1011,Germany,Bank Transfer,Laptop,0
TXN14138,3902,3062,UK,ATM Withdrawal,ATM Machine,0
TXN14139,7334,4021,India,Wire Transfer,Mobile,0
TXN14140,8352,163,Germany,ATM Withdrawal,Mobile,0
TXN14141,3259,1636,UK,Online Purchase,Desktop,0
TXN14142,121,2747,UK,Online Purchase,Mobile,1
TXN14143,692,295,India,Bank Transfer,Laptop,0
TXN14144,1171,579,China,ATM Withdrawal,ATM Machine,0
TXN14145,7410,1586,India,Bank Transfer,Mobile,0
TXN14146,2389,3381,Germany,ATM Withdrawal,ATM Machine,0
TXN14147,5436,2350,China,Bank Transfer,Laptop,0
TXN14148,8362,2172,India,ATM Withdrawal,Laptop,0
TXN14149,1435,195,India,Online Purchase,ATM Machine,0
TXN14150,3671,842,India,Bank Transfer,Laptop,0
TXN14151,8479,4008,India,Bank Transfer,ATM Machine,0
TXN14152,9758,4585,China,Wire Transfer,Desktop,0
